posicao_ranking,nome_fundo,categoria,data_cota,cotacao,z-score
945,Desconhecido,Multimercado,2024-05-26,24.21,1.3533275810957164
946,Desconhecido,Multimercado,2024-02-02,22.95,1.3533275810957164
947,Desconhecido,Renda Fixa,2024-01-22,71.11,1.3518336891893967
948,Desconhecido,Renda Fixa,2024-03-07,68.99,1.3518336891893967
949,Desconhecido,Renda Fixa,2024-03-21,71.57,1.3518336891893967
950,Desconhecido,Renda Fixa,2024-05-05,69.99,1.3518336891893967
951,Desconhecido,Renda Fixa,2024-03-27,71.0,1.3518336891893967
952,Desconhecido,Renda Fixa,2024-01-17,300.1268165859564,1.3518336891893967
953,Desconhecido,Renda Fixa,2024-05-26,0.0,1.3518336891893967
954,Desconhecido,Renda Fixa,2024-05-23,71.22,1.3518336891893967
955,Desconhecido,Renda Fixa,2024-05-28,59.65,1.3518336891893967
956,Desconhecido,Renda Fixa,2024-05-02,72.02,1.3518336891893967
957,Desconhecido,Renda Fixa,2024-04-13,73.33,1.3518336891893967
958,Desconhecido,Renda Fixa,2024-02-18,72.12,1.3518336891893967
959,Desconhecido,Renda Fixa,2024-03-01,68.51,1.3518336891893967
960,Desconhecido,Renda Fixa,2024-04-21,74.38,1.3518336891893967
961,Desconhecido,Renda Fixa,2024-01-28,69.48,1.3518336891893967
962,Desconhecido,Renda Fixa,2024-03-09,72.22,1.3518336891893967
963,Desconhecido,Renda Fixa,2024-03-20,69.64,1.3518336891893967
964,Desconhecido,Renda Fixa,2024-01-18,72.06,1.3518336891893967
965,Desconhecido,Renda Fixa,2024-04-08,72.6,1.3518336891893967
966,Desconhecido,Renda Fixa,2024-02-15,71.08,1.3518336891893967
967,Desconhecido,Renda Fixa,2024-01-29,69.3,1.3518336891893967
968,Desconhecido,Renda Fixa,2024-03-10,73.11,1.3518336891893967
969,Desconhecido,Renda Fixa,2024-03-28,67.76,1.3518336891893967
970,Desconhecido,Renda Fixa,2024-01-04,71.38,1.3518336891893967
971,Desconhecido,Renda Fixa,2024-05-17,71.74,1.3518336891893967
972,Desconhecido,Renda Fixa,2024-03-17,70.72,1.3518336891893967
973,Desconhecido,Renda Fixa,2024-05-22,0.0,1.3518336891893967
974,Desconhecido,Renda Fixa,2024-04-09,71.58,1.3518336891893967
975,Desconhecido,Renda Fixa,2024-04-20,68.9,1.3518336891893967
976,Desconhecido,Renda Fixa,2024-02-11,69.01,1.3518336891893967
977,Desconhecido,Renda Fixa,2024-04-10,69.63,1.3518336891893967
978,Desconhecido,Renda Fixa,2024-04-11,71.72,1.3518336891893967
979,Desconhecido,Renda Fixa,2024-04-04,69.4,1.3518336891893967
980,Desconhecido,Renda Fixa,2024-04-29,70.23,1.3518336891893967
981,Desconhecido,Renda Fixa,2024-02-16,71.0,1.3518336891893967
982,Desconhecido,Renda Fixa,2024-02-26,69.77,1.3518336891893967
983,Desconhecido,Renda Fixa,2024-04-06,69.97,1.3518336891893967
984,Desconhecido,Renda Fixa,2024-05-14,68.43,1.3518336891893967
985,Desconhecido,Renda Fixa,2024-02-25,66.78,1.3518336891893967
986,Desconhecido,Renda Fixa,2024-03-30,70.46,1.3518336891893967
987,Desconhecido,Renda Fixa,2024-01-12,0.0,1.3518336891893967
988,Desconhecido,Renda Fixa,2024-04-27,71.52,1.3518336891893967
989,Desconhecido,Renda Fixa,2024-05-08,71.86,1.3518336891893967
990,Desconhecido,Renda Fixa,2024-04-24,69.29,1.3518336891893967
991,Desconhecido,Renda Fixa,2024-01-02,70.08,1.3518336891893967
992,Desconhecido,Renda Fixa,2024-02-21,300.1268165859564,1.3518336891893967
993,Desconhecido,Renda Fixa,2024-03-16,70.33,1.3518336891893967
994,Desconhecido,Renda Fixa,2024-01-09,72.08,1.3518336891893967
995,Desconhecido,Renda Fixa,2024-04-16,72.3,1.3518336891893967
996,Desconhecido,Renda Fixa,2024-04-30,69.29,1.3518336891893967
997,Desconhecido,Renda Fixa,2024-02-10,300.1268165859564,1.3518336891893967
998,Desconhecido,Renda Fixa,2024-01-01,72.76,1.3518336891893967
999,Desconhecido,Renda Fixa,2024-05-12,69.6,1.3518336891893967
1000,Desconhecido,Renda Fixa,2024-05-20,69.16,1.3518336891893967
1001,Desconhecido,Renda Fixa,2024-03-03,72.68,1.3518336891893967
1002,Desconhecido,Renda Fixa,2024-05-16,72.84,1.3518336891893967
1003,Desconhecido,Renda Fixa,2024-03-15,72.97,1.3518336891893967
1004,Desconhecido,Renda Fixa,2024-01-15,72.93,1.3518336891893967
1005,Desconhecido,Renda Fixa,2024-05-13,0.0,1.3518336891893967
1006,Desconhecido,Renda Fixa,2024-01-14,70.81,1.3518336891893967
1007,Desconhecido,Renda Fixa,2024-01-24,80.55,1.3518336891893967
1008,Desconhecido,Renda Fixa,2024-03-02,68.76,1.3518336891893967
1009,Desconhecido,Renda Fixa,2024-04-15,68.98,1.3518336891893967
1010,Desconhecido,Renda Fixa,2024-05-21,0.0,1.3518336891893967
1011,Desconhecido,Renda Fixa,2024-04-25,70.35,1.3518336891893967
1012,Desconhecido,Renda Fixa,2024-03-14,70.91,1.3518336891893967
1013,Desconhecido,Renda Fixa,2024-03-05,72.13,1.3518336891893967
1014,Desconhecido,Renda Fixa,2024-03-23,300.1268165859564,1.3518336891893967
1015,Desconhecido,Renda Fixa,2024-02-04,69.76,1.3518336891893967
1016,Desconhecido,Renda Fixa,2024-03-29,71.63,1.3518336891893967
1017,Desconhecido,Renda Fixa,2024-02-19,70.32,1.3518336891893967
1018,Desconhecido,Renda Fixa,2024-01-08,69.81,1.3518336891893967
1019,Desconhecido,Renda Fixa,2024-01-20,72.24,1.3518336891893967
1020,Desconhecido,Renda Fixa,2024-02-20,72.31,1.3518336891893967
1021,Desconhecido,Renda Fixa,2024-03-04,70.09,1.3518336891893967
1022,Desconhecido,Renda Fixa,2024-04-01,72.06,1.3518336891893967
1023,Desconhecido,Renda Fixa,2024-04-05,71.79,1.3518336891893967
1024,Desconhecido,Renda Fixa,2024-01-27,68.62,1.3518336891893967
1025,Desconhecido,Renda Fixa,2024-01-25,70.93,1.3518336891893967
1026,Desconhecido,Renda Fixa,2024-05-18,300.1268165859564,1.3518336891893967
1027,Desconhecido,Renda Fixa,2024-01-04,71.38,1.3518336891893967
1028,Desconhecido,Renda Fixa,2024-01-31,68.95,1.3518336891893967
1029,Desconhecido,Renda Fixa,2024-02-28,73.11,1.3518336891893967
1030,Desconhecido,Renda Fixa,2024-01-07,71.04,1.3518336891893967
1031,Desconhecido,Renda Fixa,2024-05-04,70.77,1.3518336891893967
1032,Desconhecido,Renda Fixa,2024-04-19,68.85,1.3518336891893967
1033,Desconhecido,Renda Fixa,2024-03-22,72.57,1.3518336891893967
1034,Desconhecido,Renda Fixa,2024-05-27,70.31,1.3518336891893967
1035,Desconhecido,Renda Fixa,2024-01-03,70.16,1.3518336891893967
1036,Desconhecido,Renda Fixa,2024-02-07,72.12,1.3518336891893967
1037,Desconhecido,Renda Fixa,2024-02-13,69.93,1.3518336891893967
1038,Desconhecido,Renda Fixa,2024-05-29,71.44,1.3518336891893967
1039,Desconhecido,Renda Fixa,2024-04-26,69.41,1.3518336891893967
1040,Desconhecido,Renda Fixa,2024-01-26,68.66,1.3518336891893967
1041,Desconhecido,Renda Fixa,2024-05-10,71.48,1.3518336891893967
1042,Desconhecido,Renda Fixa,2024-03-13,72.09,1.3518336891893967
1043,Desconhecido,Renda Fixa,2024-02-12,71.46,1.3518336891893967
1044,Desconhecido,Renda Fixa,2024-02-01,71.48,1.3518336891893967
1045,Desconhecido,Renda Fixa,2024-01-19,0.0,1.3518336891893967
1046,Desconhecido,Renda Fixa,2024-01-10,70.39,1.3518336891893967
1047,Desconhecido,Renda Fixa,2024-01-11,69.48,1.3518336891893967
1048,Desconhecido,Renda Fixa,2024-01-06,72.14,1.3518336891893967
1049,Desconhecido,Renda Fixa,2024-04-03,73.38,1.3518336891893967
1050,Desconhecido,Renda Fixa,2024-02-05,70.75,1.3518336891893967
1051,Desconhecido,Renda Fixa,2024-03-25,71.25,1.3518336891893967
1052,Desconhecido,Renda Fixa,2024-02-29,69.67,1.3518336891893967
1053,Desconhecido,Renda Fixa,2024-01-09,72.08,1.3518336891893967
1054,Desconhecido,Renda Fixa,2024-05-09,70.26,1.3518336891893967
1055,Desconhecido,Renda Fixa,2024-02-27,73.42,1.3518336891893967
1056,Desconhecido,Renda Fixa,2024-02-17,73.77,1.3518336891893967
1057,Desconhecido,Renda Fixa,2024-03-19,70.04,1.3518336891893967
1058,Desconhecido,Renda Fixa,2024-02-24,300.1268165859564,1.3518336891893967
1059,Desconhecido,Renda Fixa,2024-05-01,69.95,1.3518336891893967
1060,Desconhecido,Renda Fixa,2024-05-06,300.1268165859564,1.3518336891893967
1061,Desconhecido,Renda Fixa,2024-04-30,69.29,1.3518336891893967
1062,Desconhecido,Renda Fixa,2024-03-31,71.61,1.3518336891893967
1063,Desconhecido,Renda Fixa,2024-04-17,70.48,1.3518336891893967
1064,Desconhecido,Renda Fixa,2024-02-03,72.64,1.3518336891893967
1065,Desconhecido,Renda Fixa,2024-05-03,74.01,1.3518336891893967
1066,Desconhecido,Renda Fixa,2024-02-23,72.49,1.3518336891893967
1067,Desconhecido,Renda Fixa,2024-04-23,68.88,1.3518336891893967
1068,Desconhecido,Renda Fixa,2024-05-24,71.3,1.3518336891893967
1069,Desconhecido,Renda Fixa,2024-04-28,70.62,1.3518336891893967
1070,Desconhecido,Renda Fixa,2024-02-09,72.34,1.3518336891893967
1071,Desconhecido,Renda Fixa,2024-02-02,68.98,1.3518336891893967
1072,Desconhecido,Renda Fixa,2024-01-05,73.81,1.3518336891893967
1073,Desconhecido,Renda Fixa,2024-03-26,68.19,1.3518336891893967
1074,Desconhecido,Renda Fixa,2024-01-30,70.18,1.3518336891893967
1075,Desconhecido,Renda Fixa,2024-04-22,71.54,1.3518336891893967
1076,Desconhecido,Renda Fixa,2024-03-06,70.9,1.3518336891893967
1077,Desconhecido,Renda Fixa,2024-02-02,68.98,1.3518336891893967
1078,Desconhecido,Renda Fixa,2024-04-14,70.86,1.3518336891893967
1079,Desconhecido,Renda Fixa,2024-02-14,70.8,1.3518336891893967
1080,Desconhecido,Renda Fixa,2024-03-18,71.43,1.3518336891893967
1081,Desconhecido,Renda Fixa,2024-04-12,70.53,1.3518336891893967
1082,Desconhecido,Renda Fixa,2024-02-06,70.51,1.3518336891893967
1083,Desconhecido,Renda Fixa,2024-05-25,70.11,1.3518336891893967
1084,Desconhecido,Renda Fixa,2024-01-23,68.99,1.3518336891893967
1085,Desconhecido,Renda Fixa,2024-04-07,73.06,1.3518336891893967
1086,Desconhecido,Renda Fixa,2024-05-15,72.94,1.3518336891893967
1087,Desconhecido,Renda Fixa,2024-05-11,71.71,1.3518336891893967
1088,Desconhecido,Renda Fixa,2024-03-11,71.7,1.3518336891893967
1089,Desconhecido,Renda Fixa,2024-01-21,72.54,1.3518336891893967
1090,Desconhecido,Renda Fixa,2024-02-22,71.71,1.3518336891893967
1091,Desconhecido,Renda Fixa,2024-04-02,70.95,1.3518336891893967
1092,Desconhecido,Renda Fixa,2024-01-16,68.36,1.3518336891893967
1093,Desconhecido,Renda Fixa,2024-05-19,70.64,1.3518336891893967
1094,Desconhecido,Renda Fixa,2024-04-18,72.47,1.3518336891893967
1095,Desconhecido,Renda Fixa,2024-03-08,300.1268165859564,1.3518336891893967
1096,Desconhecido,Renda Fixa,2024-05-06,300.1268165859564,1.3518336891893967
1097,Desconhecido,Renda Fixa,2024-01-13,71.68,1.3518336891893967
1098,Desconhecido,Renda Fixa,2024-05-07,300.1268165859564,1.3518336891893967
1099,Desconhecido,Renda Fixa,2024-03-12,70.01,1.3518336891893967
1100,Desconhecido,Renda Fixa,2024-03-24,73.9,1.3518336891893967
1101,Desconhecido,Renda Fixa,2024-02-08,69.41,1.3518336891893967
1102,Desconhecido,Multimercado,2024-03-24,59.72,1.3424133445319524
1103,Desconhecido,Multimercado,2024-05-26,61.16,1.3424133445319524
1104,Desconhecido,Multimercado,2024-02-09,59.99,1.3424133445319524
1105,Desconhecido,Multimercado,2024-05-03,60.67,1.3424133445319524
1106,Desconhecido,Multimercado,2024-03-02,61.94,1.3424133445319524
1107,Desconhecido,Multimercado,2024-04-26,61.85,1.3424133445319524
1108,Desconhecido,Multimercado,2024-03-22,59.69,1.3424133445319524
1109,Desconhecido,Multimercado,2024-05-02,62.45,1.3424133445319524
1110,Desconhecido,Multimercado,2024-01-26,57.28,1.3424133445319524
1111,Desconhecido,Multimercado,2024-04-12,300.1268165859564,1.3424133445319524
1112,Desconhecido,Multimercado,2024-04-04,62.79,1.3424133445319524
1113,Desconhecido,Multimercado,2024-02-15,61.59,1.3424133445319524
1114,Desconhecido,Multimercado,2024-01-10,62.15,1.3424133445319524
1115,Desconhecido,Multimercado,2024-01-27,60.17,1.3424133445319524
1116,Desconhecido,Multimercado,2024-03-17,59.62,1.3424133445319524
1117,Desconhecido,Multimercado,2024-03-10,60.53,1.3424133445319524
1118,Desconhecido,Multimercado,2024-04-01,61.99,1.3424133445319524
1119,Desconhecido,Multimercado,2024-03-29,62.28,1.3424133445319524
1120,Desconhecido,Multimercado,2024-03-01,62.25,1.3424133445319524
1121,Desconhecido,Multimercado,2024-03-20,62.35,1.3424133445319524
1122,Desconhecido,Multimercado,2024-02-23,62.85,1.3424133445319524
1123,Desconhecido,Multimercado,2024-01-17,63.19,1.3424133445319524
1124,Desconhecido,Multimercado,2024-02-29,61.67,1.3424133445319524
1125,Desconhecido,Multimercado,2024-03-03,61.68,1.3424133445319524
1126,Desconhecido,Multimercado,2024-05-14,61.04,1.3424133445319524
1127,Desconhecido,Multimercado,2024-02-25,62.89,1.3424133445319524
1128,Desconhecido,Multimercado,2024-05-28,60.71,1.3424133445319524
1129,Desconhecido,Multimercado,2024-04-20,61.74,1.3424133445319524
1130,Desconhecido,Multimercado,2024-01-20,59.75,1.3424133445319524
1131,Desconhecido,Multimercado,2024-01-13,60.17,1.3424133445319524
1132,Desconhecido,Multimercado,2024-04-14,60.23,1.3424133445319524
1133,Desconhecido,Multimercado,2024-02-04,0.0,1.3424133445319524
1134,Desconhecido,Multimercado,2024-04-13,62.14,1.3424133445319524
1135,Desconhecido,Multimercado,2024-05-06,60.53,1.3424133445319524
1136,Desconhecido,Multimercado,2024-04-11,60.37,1.3424133445319524
1137,Desconhecido,Multimercado,2024-03-14,62.2,1.3424133445319524
1138,Desconhecido,Multimercado,2024-04-06,62.58,1.3424133445319524
1139,Desconhecido,Multimercado,2024-02-13,59.89,1.3424133445319524
1140,Desconhecido,Multimercado,2024-01-19,62.36,1.3424133445319524
1141,Desconhecido,Multimercado,2024-03-13,63.62,1.3424133445319524
1142,Desconhecido,Multimercado,2024-02-24,60.27,1.3424133445319524
1143,Desconhecido,Multimercado,2024-02-26,300.1268165859564,1.3424133445319524
1144,Desconhecido,Multimercado,2024-05-22,300.1268165859564,1.3424133445319524
1145,Desconhecido,Multimercado,2024-05-29,60.89,1.3424133445319524
1146,Desconhecido,Multimercado,2024-05-24,60.07,1.3424133445319524
1147,Desconhecido,Multimercado,2024-04-05,62.39,1.3424133445319524
1148,Desconhecido,Multimercado,2024-01-18,62.59,1.3424133445319524
1149,Desconhecido,Multimercado,2024-01-31,62.02,1.3424133445319524
1150,Desconhecido,Multimercado,2024-03-21,63.52,1.3424133445319524
1151,Desconhecido,Multimercado,2024-02-01,61.87,1.3424133445319524
1152,Desconhecido,Multimercado,2024-01-29,60.58,1.3424133445319524
1153,Desconhecido,Multimercado,2024-01-22,60.69,1.3424133445319524
1154,Desconhecido,Multimercado,2024-05-12,300.1268165859564,1.3424133445319524
1155,Desconhecido,Multimercado,2024-05-17,61.51,1.3424133445319524
1156,Desconhecido,Multimercado,2024-04-19,70.04,1.3424133445319524
1157,Desconhecido,Multimercado,2024-04-29,60.37,1.3424133445319524
1158,Desconhecido,Multimercado,2024-03-07,60.48,1.3424133445319524
1159,Desconhecido,Multimercado,2024-05-27,62.45,1.3424133445319524
1160,Desconhecido,Multimercado,2024-04-17,61.14,1.3424133445319524
1161,Desconhecido,Multimercado,2024-04-21,61.65,1.3424133445319524
1162,Desconhecido,Multimercado,2024-04-30,61.92,1.3424133445319524
1163,Desconhecido,Multimercado,2024-02-27,61.48,1.3424133445319524
1164,Desconhecido,Multimercado,2024-02-28,62.91,1.3424133445319524
1165,Desconhecido,Multimercado,2024-05-16,61.69,1.3424133445319524
1166,Desconhecido,Multimercado,2024-04-24,61.09,1.3424133445319524
1167,Desconhecido,Multimercado,2024-02-07,62.29,1.3424133445319524
1168,Desconhecido,Multimercado,2024-03-05,61.18,1.3424133445319524
1169,Desconhecido,Multimercado,2024-03-18,62.41,1.3424133445319524
1170,Desconhecido,Multimercado,2024-02-06,61.84,1.3424133445319524
1171,Desconhecido,Multimercado,2024-01-24,300.1268165859564,1.3424133445319524
1172,Desconhecido,Multimercado,2024-01-06,60.64,1.3424133445319524
1173,Desconhecido,Multimercado,2024-05-07,61.74,1.3424133445319524
1174,Desconhecido,Multimercado,2024-03-26,60.21,1.3424133445319524
1175,Desconhecido,Multimercado,2024-04-27,59.19,1.3424133445319524
1176,Desconhecido,Multimercado,2024-05-08,62.21,1.3424133445319524
1177,Desconhecido,Multimercado,2024-05-15,60.19,1.3424133445319524
1178,Desconhecido,Multimercado,2024-03-09,63.38,1.3424133445319524
1179,Desconhecido,Multimercado,2024-04-18,60.24,1.3424133445319524
1180,Desconhecido,Multimercado,2024-03-25,62.28,1.3424133445319524
1181,Desconhecido,Multimercado,2024-02-12,300.1268165859564,1.3424133445319524
1182,Desconhecido,Multimercado,2024-01-30,60.66,1.3424133445319524
1183,Desconhecido,Multimercado,2024-05-19,60.91,1.3424133445319524
1184,Desconhecido,Multimercado,2024-04-15,61.79,1.3424133445319524
1185,Desconhecido,Multimercado,2024-02-05,61.86,1.3424133445319524
1186,Desconhecido,Multimercado,2024-02-08,62.19,1.3424133445319524
1187,Desconhecido,Multimercado,2024-04-25,60.07,1.3424133445319524
1188,Desconhecido,Multimercado,2024-01-11,63.14,1.3424133445319524
1189,Desconhecido,Multimercado,2024-01-16,61.6,1.3424133445319524
1190,Desconhecido,Multimercado,2024-03-31,64.74,1.3424133445319524
1191,Desconhecido,Multimercado,2024-01-28,60.57,1.3424133445319524
1192,Desconhecido,Multimercado,2024-04-09,62.34,1.3424133445319524
1193,Desconhecido,Multimercado,2024-02-17,60.14,1.3424133445319524
1194,Desconhecido,Multimercado,2024-02-19,62.25,1.3424133445319524
1195,Desconhecido,Multimercado,2024-03-06,60.01,1.3424133445319524
1196,Desconhecido,Multimercado,2024-01-21,60.43,1.3424133445319524
1197,Desconhecido,Multimercado,2024-05-04,63.47,1.3424133445319524
1198,Desconhecido,Multimercado,2024-01-12,59.96,1.3424133445319524
1199,Desconhecido,Multimercado,2024-04-07,300.1268165859564,1.3424133445319524
1200,Desconhecido,Multimercado,2024-02-18,61.29,1.3424133445319524
1201,Desconhecido,Multimercado,2024-05-23,60.9,1.3424133445319524
1202,Desconhecido,Multimercado,2024-01-08,60.63,1.3424133445319524
1203,Desconhecido,Multimercado,2024-03-16,62.82,1.3424133445319524
1204,Desconhecido,Multimercado,2024-01-05,62.54,1.3424133445319524
1205,Desconhecido,Multimercado,2024-05-11,300.1268165859564,1.3424133445319524
1206,Desconhecido,Multimercado,2024-01-14,61.64,1.3424133445319524
1207,Desconhecido,Multimercado,2024-04-28,60.4,1.3424133445319524
1208,Desconhecido,Multimercado,2024-03-15,59.67,1.3424133445319524
1209,Desconhecido,Multimercado,2024-05-01,0.0,1.3424133445319524
1210,Desconhecido,Multimercado,2024-04-23,59.17,1.3424133445319524
1211,Desconhecido,Multimercado,2024-02-14,60.25,1.3424133445319524
1212,Desconhecido,Multimercado,2024-04-12,300.1268165859564,1.3424133445319524
1213,Desconhecido,Multimercado,2024-02-16,59.69,1.3424133445319524
1214,Desconhecido,Multimercado,2024-04-10,62.29,1.3424133445319524
1215,Desconhecido,Multimercado,2024-05-26,61.16,1.3424133445319524
1216,Desconhecido,Multimercado,2024-02-03,62.63,1.3424133445319524
1217,Desconhecido,Multimercado,2024-02-21,61.48,1.3424133445319524
1218,Desconhecido,Multimercado,2024-03-04,59.82,1.3424133445319524
1219,Desconhecido,Multimercado,2024-01-04,62.33,1.3424133445319524
1220,Desconhecido,Multimercado,2024-01-01,62.25,1.3424133445319524
1221,Desconhecido,Multimercado,2024-01-09,58.9,1.3424133445319524
1222,Desconhecido,Multimercado,2024-01-15,59.68,1.3424133445319524
1223,Desconhecido,Multimercado,2024-04-03,61.6,1.3424133445319524
1224,Desconhecido,Multimercado,2024-04-08,63.71,1.3424133445319524
1225,Desconhecido,Multimercado,2024-01-25,61.89,1.3424133445319524
1226,Desconhecido,Multimercado,2024-02-20,61.45,1.3424133445319524
1227,Desconhecido,Multimercado,2024-01-02,58.94,1.3424133445319524
1228,Desconhecido,Multimercado,2024-05-18,60.43,1.3424133445319524
1229,Desconhecido,Multimercado,2024-03-23,61.0,1.3424133445319524
1230,Desconhecido,Multimercado,2024-05-21,61.44,1.3424133445319524
1231,Desconhecido,Multimercado,2024-04-22,61.05,1.3424133445319524
1232,Desconhecido,Multimercado,2024-03-30,59.35,1.3424133445319524
1233,Desconhecido,Multimercado,2024-05-13,59.98,1.3424133445319524
1234,Desconhecido,Multimercado,2024-03-08,59.01,1.3424133445319524
1235,Desconhecido,Multimercado,2024-02-02,61.74,1.3424133445319524
1236,Desconhecido,Multimercado,2024-03-12,61.79,1.3424133445319524
1237,Desconhecido,Multimercado,2024-04-02,61.26,1.3424133445319524
1238,Desconhecido,Multimercado,2024-03-28,60.0,1.3424133445319524
1239,Desconhecido,Multimercado,2024-03-19,61.84,1.3424133445319524
1240,Desconhecido,Multimercado,2024-03-27,61.57,1.3424133445319524
1241,Desconhecido,Multimercado,2024-01-23,62.91,1.3424133445319524
1242,Desconhecido,Multimercado,2024-05-25,61.86,1.3424133445319524
1243,Desconhecido,Multimercado,2024-01-07,61.57,1.3424133445319524
1244,Desconhecido,Multimercado,2024-02-11,62.64,1.3424133445319524
1245,Desconhecido,Multimercado,2024-03-11,60.3,1.3424133445319524
1246,Desconhecido,Multimercado,2024-05-05,63.68,1.3424133445319524
1247,Desconhecido,Multimercado,2024-02-22,61.83,1.3424133445319524
1248,Desconhecido,Multimercado,2024-01-03,63.29,1.3424133445319524
1249,Desconhecido,Multimercado,2024-05-20,60.97,1.3424133445319524
1250,Desconhecido,Multimercado,2024-05-09,63.54,1.3424133445319524
1251,Desconhecido,Multimercado,2024-03-12,61.79,1.3424133445319524
1252,Desconhecido,Multimercado,2024-05-08,62.21,1.3424133445319524
1253,Desconhecido,Multimercado,2024-04-16,60.52,1.3424133445319524
1254,Desconhecido,Multimercado,2024-05-10,62.22,1.3424133445319524
1255,Desconhecido,Multimercado,2024-04-03,61.6,1.3424133445319524
1256,Desconhecido,Multimercado,2024-01-13,60.17,1.3424133445319524
1257,Desconhecido,Multimercado,2024-02-10,60.5,1.3424133445319524
1258,Desconhecido,Ações,2024-04-03,75.02,1.3411749295674973
1259,Desconhecido,Ações,2024-02-03,77.2,1.3411749295674973
1260,Desconhecido,Ações,2024-02-15,78.21,1.3411749295674973
1261,Desconhecido,Ações,2024-04-29,77.46,1.3411749295674973
1262,Desconhecido,Ações,2024-01-30,77.09,1.3411749295674973
1263,Desconhecido,Ações,2024-01-08,78.28,1.3411749295674973
1264,Desconhecido,Ações,2024-05-21,77.47,1.3411749295674973
1265,Desconhecido,Ações,2024-03-18,300.1268165859564,1.3411749295674973
1266,Desconhecido,Ações,2024-01-06,76.74,1.3411749295674973
1267,Desconhecido,Ações,2024-04-13,79.97,1.3411749295674973
1268,Desconhecido,Ações,2024-01-25,79.26,1.3411749295674973
1269,Desconhecido,Ações,2024-01-29,76.41,1.3411749295674973
1270,Desconhecido,Ações,2024-02-14,300.1268165859564,1.3411749295674973
1271,Desconhecido,Ações,2024-05-01,76.85,1.3411749295674973
1272,Desconhecido,Ações,2024-02-20,76.97,1.3411749295674973
1273,Desconhecido,Ações,2024-01-13,78.41,1.3411749295674973
1274,Desconhecido,Ações,2024-03-23,76.86,1.3411749295674973
1275,Desconhecido,Ações,2024-03-24,77.98,1.3411749295674973
1276,Desconhecido,Ações,2024-02-07,75.77,1.3411749295674973
1277,Desconhecido,Ações,2024-01-26,77.69,1.3411749295674973
1278,Desconhecido,Ações,2024-05-19,77.51,1.3411749295674973
1279,Desconhecido,Ações,2024-02-28,78.4,1.3411749295674973
1280,Desconhecido,Ações,2024-03-25,73.08,1.3411749295674973
1281,Desconhecido,Ações,2024-05-02,300.1268165859564,1.3411749295674973
1282,Desconhecido,Ações,2024-05-12,75.29,1.3411749295674973
1283,Desconhecido,Ações,2024-03-06,0.0,1.3411749295674973
1284,Desconhecido,Ações,2024-02-12,79.2,1.3411749295674973
1285,Desconhecido,Ações,2024-04-27,76.7,1.3411749295674973
1286,Desconhecido,Ações,2024-04-19,77.99,1.3411749295674973
1287,Desconhecido,Ações,2024-05-08,74.41,1.3411749295674973
1288,Desconhecido,Ações,2024-02-25,300.1268165859564,1.3411749295674973
1289,Desconhecido,Ações,2024-04-22,79.33,1.3411749295674973
1290,Desconhecido,Ações,2024-02-08,78.21,1.3411749295674973
1291,Desconhecido,Ações,2024-01-19,75.82,1.3411749295674973
1292,Desconhecido,Ações,2024-04-15,78.02,1.3411749295674973
1293,Desconhecido,Ações,2024-04-02,75.79,1.3411749295674973
1294,Desconhecido,Ações,2024-04-07,76.61,1.3411749295674973
1295,Desconhecido,Ações,2024-02-27,73.94,1.3411749295674973
1296,Desconhecido,Ações,2024-03-22,77.04,1.3411749295674973
1297,Desconhecido,Ações,2024-02-05,79.36,1.3411749295674973
1298,Desconhecido,Ações,2024-03-29,80.01,1.3411749295674973
1299,Desconhecido,Ações,2024-05-24,78.62,1.3411749295674973
1300,Desconhecido,Ações,2024-04-16,81.27,1.3411749295674973
1301,Desconhecido,Ações,2024-03-01,78.4,1.3411749295674973
1302,Desconhecido,Ações,2024-04-10,79.17,1.3411749295674973
1303,Desconhecido,Ações,2024-01-01,73.51,1.3411749295674973
1304,Desconhecido,Ações,2024-04-11,77.52,1.3411749295674973
1305,Desconhecido,Ações,2024-05-11,76.72,1.3411749295674973
1306,Desconhecido,Ações,2024-04-25,76.64,1.3411749295674973
1307,Desconhecido,Ações,2024-01-18,300.1268165859564,1.3411749295674973
1308,Desconhecido,Ações,2024-01-17,77.82,1.3411749295674973
1309,Desconhecido,Ações,2024-01-21,75.55,1.3411749295674973
1310,Desconhecido,Ações,2024-04-21,76.09,1.3411749295674973
1311,Desconhecido,Ações,2024-01-27,65.79,1.3411749295674973
1312,Desconhecido,Ações,2024-05-25,77.85,1.3411749295674973
1313,Desconhecido,Ações,2024-02-11,76.02,1.3411749295674973
1314,Desconhecido,Ações,2024-04-17,0.0,1.3411749295674973
1315,Desconhecido,Ações,2024-05-04,75.48,1.3411749295674973
1316,Desconhecido,Ações,2024-03-07,300.1268165859564,1.3411749295674973
1317,Desconhecido,Ações,2024-01-15,75.83,1.3411749295674973
1318,Desconhecido,Ações,2024-05-27,300.1268165859564,1.3411749295674973
1319,Desconhecido,Ações,2024-05-14,75.37,1.3411749295674973
1320,Desconhecido,Ações,2024-04-24,78.09,1.3411749295674973
1321,Desconhecido,Ações,2024-02-18,76.84,1.3411749295674973
1322,Desconhecido,Ações,2024-03-21,78.99,1.3411749295674973
1323,Desconhecido,Ações,2024-02-19,77.66,1.3411749295674973
1324,Desconhecido,Ações,2024-01-28,300.1268165859564,1.3411749295674973
1325,Desconhecido,Ações,2024-02-17,80.51,1.3411749295674973
