id_fundo,data_cota,cotacao,rentabilidade_dia,volume_negociado
196,2024-05-16,90.3122,0.00194,660654
74,2024-01-01,23.4697,0.375178,517825
74,2024-01-10,16.6511,-0.024348,139315
110,2024-01-02,17.8169,-0.020653,548694
13,2024-02-18,26.9404,0.007487,766617
107,10/02/2024,14.8432,-0.01981,530271
136,2024-04-28,21.828,0.009003,6587
131,2024-04-25,42.4896,-0.003534,-295019
47,23/02/2024,96.6369,0.00203,817451
52,2024-01-10,33.575,-0.00789,803816
71,2024-03-22,24.9446,0.007606,483300
2,2024-05-25,48.7919,0.024389,71350
101,2024-05-28,69.7141,-0.004562,758128
122,2024-01-01,25.3042,0.006266,383418
55,2024-01-14,88.8356,-0.016277,282116
20,06/01/2024,56.4909,0.036748,-741309
109,2024-04-12,12.1099,0.017937,686556
2,2024-01-17,48.3903,0.015957,912112
5,2024-02-28,81.4907,0.00676,958048
71,2024-02-06,25.1173,0.014581,296627
30,2024-04-08,8253.2793,0.012819,675960
124,2024-04-06,19.1485,-0.037701,455728
2,2024-02-20,47.8136,0.00385,56628
41,2024-02-29,19.2828,0.005098,349164
33,2024-03-27,0.0001,-0.008568,813461
158,2024-04-28,44.8868,-0.026245,34222
105,2024-04-30,84.1592,-0.008059,793388
74,2024-03-07,17.6059,0.031599,256388
178,2024-05-23,12.0532,0.036205,36116
63,2024-01-11,54.3445,0.008935,949945
89,2024-04-30,95.8284,0.031541,82778
35,2024-01-02,52.514,-0.022157,930207
72,2024-04-03,44.5085,0.0189,440784
110,2024-01-20,18.2162,0.001296,236759
162,16/05/2024,92.1148,-0.004568,961854
122,2024-05-05,25.2181,0.002841,625704
23,2024-03-30,58.5463,-0.001083,419452
196,2024-03-21,90.6325,0.005494,919846
45,26/03/2024,83.6087,0.01433,309202
148,2024-01-30,46.8344,-0.002299,17617
105,2024-03-01,85.1954,0.004155,-140894
144,2024-02-05,31.9737,0.021706,63772
126,2024-03-31,86.6073,0.005563,461694
6,2024-02-27,94.738,0.017477,-244614
69,2024-02-01,39.5163,-0.030147,541488
43,2024-02-10,26.4303,-0.005396,156995
142,2024-03-11,0.0001,-0.005657,96333
134,2024-01-29,23.2328,-0.002931,901681
59,2024-05-08,28.5345,0.027732,749345
172,2024-04-17,55.7974,0.00436,715957
77,2024-01-08,46.147,-0.011395,66681
82,2024-01-03,63.2729,0.020432,863872
119,2024-01-22,44.203,-0.005878,635023
71,2024-05-12,25.2779,0.021068,428159
194,2024-03-23,7038.8913,-0.006334,469091
111,2024-04-18,17.6876,0.019325,547263
89,2024-05-25,91.3575,-0.016586,733816
14,2024-01-23,0.0001,-0.034621,267096
58,2024-05-22,89.1509,0.023524,657800
107,07/04/2024,15.054,-0.00589,235786
1,2024-01-03,32.3371,0.017901,36008
103,2024-01-24,72.1626,0.010715,768977
132,2024-04-01,20.0804,0.009421,436812
132,2024-05-10,19.7707,-0.006148,23941
75,2024-03-09,89.2686,-0.027226,827721
51,2024-04-20,14.4143,-0.025028,752356
41,2024-05-14,19.6976,0.026715,246872
158,2024-04-06,45.7752,-0.006972,166761
78,2024-02-13,30.2619,0.013031,788010
88,2024-04-10,40.3623,0.008205,267191
195,2024-04-01,58.34,-0.009614,287322
89,2024-02-28,9469.4572,0.019336,702388
183,2024-05-09,39.0609,0.025448,968545
22,2024-03-26,87.734,0.010234,117142
128,2024-05-26,22.5626,-0.01421,163189
191,2024-03-02,98.5619,-0.008095,808308
50,2024-01-02,55.2511,-0.014261,530886
81,2024-01-14,23.5913,-0.010551,390494
150,2024-05-24,25.8937,-0.013172,361427
157,2024-04-30,29.3944,-0.018547,560621
105,2024-01-15,86.2273,0.016317,918928
150,2024-04-19,24.8793,-0.05183,912636
39,2024-02-25,83.4988,0.021379,88908
116,2024-04-11,23.4713,0.014712,845923
4,2024-02-19,24.4216,-0.008928,440038
118,2024-05-20,25.9869,0.023107,542132
168,2024-04-25,54.0227,-0.028517,491769
194,2024-02-04,69.7641,-0.015155,818527
183,2024-03-12,37.6104,-0.012632,579358
123,2024-03-18,34.5187,-0.011441,270326
46,2024-02-29,16.9262,-0.008983,748175
73,2024-01-02,72.5077,-0.002841,930678
87,2024-02-03,8698.9792,0.01569,902976
161,2024-05-08,5800.6306,0.033456,773972
88,2024-02-04,39.9165,-0.002932,974493
151,2024-02-24,70.2858,-0.02647,18019
59,2024-01-03,26.8586,-0.032629,-47407
178,25/01/2024,11.7932,0.013848,102930
165,07/04/2024,58.1716,0.01606,699521
194,2024-03-29,71.6301,0.011188,560674
189,2024-01-08,54.6203,-0.009749,258655
29,2024-05-10,24.4967,-0.006415,860941
114,13/01/2024,87.5717,0.022044,149337
62,2024-03-02,43.0164,-0.003879,109694
183,2024-04-23,38.1363,0.001175,607622
183,2024-05-05,37.9708,-0.00317,389978
37,09/04/2024,86.1321,0.008357,671334
48,04/01/2024,67.5161,0.019188,552860
34,2024-01-27,50.5702,0.015238,145480
153,2024-02-03,94.4504,-0.010559,751944
73,2024-01-26,72.9149,0.002759,-736498
175,12/02/2024,44.4422,0.002366,442531
74,2024-01-28,16.872,-0.011407,658189
98,2024-05-19,67.2925,0.002356,534912
161,2024-01-30,56.0225,-0.001888,279314
133,2024-04-03,96.6701,-0.008721,19656
147,2024-04-18,41.3058,0.05943,650596
8,2024-04-23,75.5877,-0.022807,317152
92,2024-02-17,2455.9949,-0.008994,453795
90,2024-03-11,24.0185,0.014626,464373
151,2024-05-18,69.9824,-0.030672,882274
106,2024-01-08,40.2917,-0.002792,916306
31,2024-05-27,67.157,0.022093,808467
194,2024-02-25,66.777,-0.057323,715425
8,2024-01-09,77.3789,0.00035,136927
195,2024-01-04,58.4964,-0.00696,183730
144,2024-03-08,30.5421,-0.02404,584190
162,2024-02-22,94.7579,0.023994,271460
31,2024-02-13,65.4282,-0.004218,545302
131,2024-01-16,4190.6831,-0.017201,254115
52,2024-04-11,32.7732,-0.031583,680474
135,2024-02-08,36.4391,0.027907,30105
57,2024-01-07,29.961,0.00549,201457
33,2024-03-14,18.5118,0.0229,527697
40,2024-03-01,88.8726,0.00913,555528
93,2024-01-10,17.1979,0.028827,373827
167,2024-02-18,48.861,-0.005185,359696
119,2024-05-27,44.4003,-0.001439,147770
153,2024-04-12,98.9425,0.0365,773136
112,2024-03-15,97.975,0.030222,590442
139,2024-02-28,34.7527,0.014544,886422
182,2024-05-22,57.6235,0.020158,16174
148,2024-01-17,46.9035,-0.000826,570658
143,2024-03-31,89.4136,0.022256,131093
162,2024-01-18,90.477,-0.022267,241609
118,2024-02-02,24.6422,-0.029835,974197
133,2024-02-06,97.7447,0.002297,86994
112,2024-04-17,92.8652,-0.023508,502807
190,2024-01-09,82.364,0.020776,89690
95,2024-04-13,11.2937,-0.026672,336711
26,2024-02-09,33.8366,-0.019075,-67395
38,2024-01-10,92.8648,-0.006546,299621
95,2024-02-05,11.3729,-0.019846,501620
195,2024-02-06,58.6815,-0.003818,853470
4,25/01/2024,24.0803,-0.022776,801573
50,2024-01-09,55.3697,-0.012145,842396
27,2024-02-19,17.5177,-0.035344,98467
110,2024-05-25,18.6832,0.026966,7161
19,2024-05-24,88.7886,-0.021858,-971473
56,2024-03-01,69.9192,-0.01723,876612
190,2024-01-06,81.2679,0.007191,656736
11,2024-02-23,20.8856,0.038016,926389
39,2024-05-10,82.0273,0.003378,230131
98,2024-01-10,65.3816,-0.026108,-406852
6,2024-05-15,92.2871,-0.008844,398098
93,2024-04-17,16.6094,-0.006381,683825
176,2024-05-24,71.1769,0.003503,597045
41,2024-04-02,19.0505,-0.007011,238817
55,27/01/2024,89.5743,-0.008096,42568
41,2024-05-16,19.5053,0.016692,255933
7,2024-03-18,27.638,0.031105,951444
192,2024-01-26,58.2276,-0.001094,381975
129,2024-05-20,82.8383,0.021545,181863
166,2024-02-15,5142.0476,0.019076,375819
141,2024-02-09,86.6695,0.009654,547557
106,2024-01-14,40.2792,-0.003101,41458
177,2024-05-27,46.7326,0.010249,237746
68,2024-01-23,34.3817,-0.013935,769099
153,2024-01-09,94.6387,-0.008586,884848
199,2024-02-23,76.5278,-0.011364,225411
76,2024-04-12,35.8133,0.016669,-939118
119,2024-04-04,43.3815,-0.024354,767184
52,2024-05-16,34.2706,0.012663,917743
57,2024-01-01,30.0434,0.008255,308172
130,2024-04-13,27.6301,-0.004532,246100
133,2024-04-01,97.7414,0.002264,911850
146,2024-04-13,42.5902,-0.157027,107009
90,15/02/2024,24.1584,0.020538,1717
176,2024-03-11,70.6334,-0.004161,190705
69,2024-05-26,40.3444,-0.009823,435781
168,2024-01-29,55.3723,-0.004247,904946
42,2024-02-29,17.2717,0.019241,108632
34,2024-03-15,51.9022,0.04198,434593
123,2024-05-24,34.9875,0.001985,290258
89,2024-04-24,89.7237,-0.034173,366112
120,2024-02-02,33.8994,0.006318,835135
167,2024-04-30,49.2587,0.002913,199420
148,2024-05-06,0.0001,-0.021453,190939
193,2024-01-02,14.6036,0.024379,173651
185,2024-05-11,48.0024,-0.01295,191427
34,07/04/2024,49.85,0.00078,744633
114,2024-05-01,82.5062,-0.037075,403790
164,2024-02-02,88.0478,0.016914,595231
61,2024-01-17,62.9032,-0.000448,903124
8,2024-04-18,77.299,-0.000683,228791
119,2024-03-17,44.7894,0.007312,81637
68,2024-05-28,35.4137,0.015661,492183
18,2024-05-02,90.7557,0.004164,620412
72,03/01/2024,43.9714,0.006604,-604484
151,2024-03-31,73.0798,0.012229,777037
48,2024-05-26,65.0892,-0.017447,102206
93,2024-01-08,16.492,-0.0134,375057
133,2024-03-28,103.0001,0.056187,424232
87,2024-03-06,83.8132,-0.0214,853275
176,2024-01-31,71.8152,0.012501,777177
45,2024-01-28,81.0776,-0.016378,745574
84,2024-01-02,59.1076,-0.00367,900200
99,2024-05-18,53.4214,-0.005295,737190
62,2024-04-08,44.5064,0.030622,970614
60,14/02/2024,57.3886,-0.003631,73162
193,14/05/2024,13.7953,-0.032319,733448
71,2024-04-16,24.4139,-0.013832,857234
90,2024-04-28,24.0891,0.017611,339190
60,2024-01-02,57.8991,0.005232,125829
121,2024-01-19,49.6199,-0.010302,772365
100,2024-01-31,93.0153,0.000577,471809
89,2024-03-24,94.7022,0.019418,917502
9,23/02/2024,67.7407,0.008865,804784
53,2024-04-27,43.9196,-0.025453,44084
117,2024-01-31,84.3253,-0.018095,335817
10,2024-05-03,3688.6935,-0.012203,350422
11,2024-01-02,19.7858,-0.016643,131618
146,28/03/2024,50.9618,0.008668,674665
147,2024-01-31,40.5514,0.04008,316425
53,2024-01-23,44.9272,-0.003094,468045
4,2024-01-06,24.9855,0.013957,333166
20,2024-04-17,52.6404,-0.03392,630754
155,2024-01-12,41.6221,-0.009821,761052
33,2024-03-03,18.179,0.004509,-698611
128,2024-02-19,23.0625,0.007629,912218
200,2024-02-23,0.0001,0.002535,492599
4,2024-05-14,25.0325,0.015866,597112
77,2024-02-25,48.0945,0.030324,-598527
103,2024-02-18,64.9513,-0.090288,218002
157,2024-03-15,29.9251,-0.000826,264782
104,2024-03-22,60.1017,0.012979,238220
64,2024-01-22,84.9299,0.014969,736710
72,2024-01-20,42.7807,-0.020653,836843
151,2024-03-18,72.7888,0.008199,812021
91,2024-04-19,78.9643,-0.00265,586978
124,2024-01-11,19.3842,-0.025854,94295
168,2024-03-14,55.5206,-0.00158,167841
54,2024-03-06,64.6887,0.001224,245198
172,2024-04-03,56.1142,0.010063,451155
44,2024-02-19,22.8658,0.004038,832343
140,2024-04-01,45.6685,-0.017749,488502
130,2024-05-07,27.5089,-0.008901,117916
93,2024-04-30,16.4915,-0.013429,559625
60,2024-01-28,57.487,-0.001924,409530
1,2024-05-02,32.8365,0.033619,349260
194,2024-03-30,70.4562,-0.005384,85516
161,2024-05-12,59.0097,0.051333,951531
97,18/03/2024,36.7499,0.026483,408842
74,2024-03-24,1698.3438,-0.004876,623314
5,2024-03-23,82.2042,0.015575,130579
28,2024-04-02,67.8865,-0.019786,944338
82,2024-04-12,61.3763,-0.010155,649942
6,2024-01-22,91.8142,-0.013924,783418
185,2024-04-01,48.8759,0.005011,966448
33,2024-04-17,17.6138,-0.026723,746465
120,2024-04-30,34.1514,0.013801,-242716
137,13/04/2024,54.5927,0.019518,700069
176,2024-04-11,71.1159,0.002643,106220
33,2024-02-14,18.1735,0.004201,206353
21,2024-01-25,39.7868,0.021315,616746
72,2024-05-16,42.8582,-0.018879,-40365
109,13/04/2024,11.6317,-0.022254,884006
38,2024-03-21,90.8315,-0.028298,207680
130,2024-01-25,27.2393,-0.018614,431897
149,19/02/2024,65.2624,0.003316,681655
193,2024-01-26,14.1577,-0.006897,943744
83,2024-05-04,58.9904,-0.002852,840916
65,2024-02-04,42.1684,-0.119992,757175
63,2024-02-15,5473.8849,0.016255,179431
25,2024-05-05,14.652,0.017179,275916
46,2024-05-13,17.1383,0.003435,609694
161,2024-02-24,55.348,-0.013905,375092
80,2024-03-23,73.493,0.036622,533114
41,2024-01-25,19.821,0.033147,544044
1,2024-05-27,31.8001,0.000996,313079
125,02/03/2024,44.6353,-0.010777,251891
3,2024-01-22,45.3344,0.001336,47621
13,2024-04-13,26.6378,-0.003826,44671
78,2024-01-20,29.9698,0.003254,21216
18,2024-01-30,90.8222,0.0049,343883
143,2024-04-04,89.1065,0.018744,362801
109,2024-02-23,11.7768,-0.01006,211001
78,2024-04-08,30.9879,0.037335,-845425
93,2024-01-22,0.0001,-0.028423,897541
121,2024-05-02,50.6358,0.009961,654334
41,2024-01-15,18.7575,-0.022284,75006
42,2024-03-17,16.8388,-0.006305,194592
196,2024-03-20,89.8124,-0.003605,933360
114,2024-02-12,0.0001,0.008257,701846
139,2024-03-17,34.7825,0.015415,827198
135,2024-03-11,35.318,-0.003718,373179
16,2024-02-27,58.7387,-0.002143,7494
65,2024-02-02,54.0373,0.127698,390839
89,2024-02-07,92.2037,-0.007478,80815
183,2024-01-07,38.4284,0.008842,355640
24,2024-05-23,58.8191,-0.016244,478264
39,2024-01-21,81.6733,-0.000952,700913
63,2024-04-12,0.0001,-0.005341,484475
183,2024-05-13,39.1296,0.027253,132084
46,2024-01-08,17.4048,0.019042,469350
146,2024-05-04,50.3447,-0.003544,656767
135,2024-01-28,34.8472,-0.016999,480869
83,2024-02-12,58.5107,-0.010962,125672
90,2024-03-12,23.2196,-0.01912,54663
10,2024-05-27,37.4679,0.003355,338318
2,2024-04-28,46.7443,-0.018601,325964
41,2024-01-20,19.3538,0.008795,124770
77,2024-02-19,47.1303,0.009668,162089
76,11/04/2024,35.4633,0.006734,595400
136,2024-04-04,21.58,-0.002462,433957
173,2024-04-23,50.7361,0.014866,56469
34,2024-04-21,48.5665,-0.024987,148732
60,2024-04-26,57.22,-0.006558,113933
168,2024-03-03,55.7024,0.00169,823008
52,2024-02-24,33.0469,-0.023494,691734
1,04/04/2024,31.8211,0.001658,644876
163,2024-02-06,17.104,-0.0137,919571
131,2024-05-06,40.9565,-0.039487,702272
170,2024-05-05,90.4408,0.00452,736151
37,2024-02-15,88.8029,0.039625,684104
33,2024-03-04,17.5396,-0.030823,20123
142,13/02/2024,41.1424,0.010014,850126
29,21/01/2024,24.3868,-0.01087,392484
174,2024-01-02,38.0117,0.023527,785414
151,10/01/2024,73.7453,0.021448,107041
173,2024-01-01,50.8256,0.016657,416188
56,2024-03-20,72.4812,0.018781,354609
93,2024-02-08,15.9731,-0.044445,872394
47,2024-05-18,96.2662,-0.001814,-674582
86,2024-01-13,65.2749,0.017128,750082
147,2024-03-08,38.4792,-0.01307,94391
128,2024-04-14,0.0001,0.031487,231851
134,2024-01-07,22.5301,-0.033089,961985
15,2024-05-15,44.2026,-0.018016,53838
96,2024-01-05,92.3733,0.003601,138975
136,2024-02-05,21.9885,0.016423,882134
160,2024-05-09,19.2632,0.021705,203277
95,2024-01-18,11.5419,-0.00528,358621
48,27/05/2024,65.4202,-0.01245,100332
17,2024-05-16,85.0036,-0.003087,908021
91,16/05/2024,77.2103,-0.024803,431439
77,2024-02-07,21.4833,-0.539764,223912
113,2024-05-26,25.0281,-0.029602,605517
125,2024-02-16,45.6767,0.012302,160086
116,2024-05-02,23.5688,0.018926,441267
24,2024-03-16,60.8503,0.017728,896889
142,2024-05-27,40.7657,0.000765,786622
14,2024-03-04,26.5838,0.027812,361661
17,2024-02-23,88.748,0.040827,871115
133,2024-05-16,99.7544,0.022905,951680
142,2024-02-21,40.2461,-0.011991,17571
176,2024-04-24,69.0786,-0.026081,728552
170,2024-01-07,92.2662,0.024794,81415
134,2024-05-02,23.2057,-0.004094,577303
30,2024-04-26,79.0328,-0.030133,46817
191,2024-04-01,98.4573,-0.009148,177862
73,2024-03-09,72.7405,0.000361,406756
59,06/01/2024,28.3164,0.019875,787493
4,2024-02-09,24.8988,0.01044,730621
45,2024-03-07,81.1652,-0.015315,546085
22,2024-02-28,86.1106,-0.008459,443924
134,2024-04-15,23.2432,-0.002485,699312
184,2024-03-19,51.4211,-0.014823,634773
83,2024-03-27,61.6307,0.041778,290728
149,2024-04-25,66.3993,0.020795,-480170
86,2024-03-13,64.3252,0.00233,134510
82,2024-05-17,63.0106,0.016202,-269928
4,2024-01-19,24.9663,0.01318,872363
151,2024-05-02,71.4037,-0.010987,490818
178,2024-05-02,11.4379,-0.016692,-602202
180,2024-03-10,29.9721,-0.065931,701269
48,2024-01-08,65.9617,-0.004276,330511
15,2024-04-22,4607.2298,0.023521,376430
153,2024-02-08,83.2285,-0.128117,852858
122,2024-04-05,25.6096,0.018412,533425
169,2024-04-25,48.7134,-0.003095,167016
147,2024-02-22,40.1336,0.029364,657523
97,2024-02-18,35.6685,-0.003723,762747
195,2024-03-27,57.0768,-0.031059,51078
161,2024-04-12,57.2177,0.019406,97916
85,2024-01-16,72.2244,0.001218,492740
165,2024-02-13,56.9381,-0.005485,618277
120,2024-01-03,34.2283,0.016083,283000
171,2024-04-25,23.592,-0.000335,-514407
96,2024-03-18,91.277,-0.008309,211959
147,11/02/2024,40.2993,0.033614,124405
182,2024-05-10,45.4144,-0.19599,23007
96,2024-01-12,93.3011,0.013682,771381
181,2024-04-11,0.0001,0.025013,512306
129,2024-04-29,82.755,0.020518,569443
43,2024-04-25,26.4442,-0.004872,56684
145,09/03/2024,13.4531,-0.02243,482598
2,2024-05-18,48.3321,0.014735,612038
144,2024-05-19,30.8424,-0.014444,361342
144,2024-01-15,30.9039,-0.012479,869897
75,2024-02-20,90.9034,-0.009411,157637
57,2024-03-22,29.3764,-0.014127,795337
29,2024-03-29,24.0906,-0.022884,667112
149,2024-04-11,63.8082,-0.019039,898813
45,2024-01-29,81.2195,-0.014657,124070
16,2024-01-18,58.6716,-0.003282,570258
75,2024-02-23,94.1512,0.02598,676160
169,2024-04-23,49.9449,0.022108,252279
62,2024-05-09,43.7974,0.014205,792189
75,2024-01-12,93.5691,0.019638,869061
167,2024-02-20,50.6532,0.031305,568368
108,2024-02-15,82.8771,0.01886,899078
63,2024-01-24,74.5003,0.383138,901676
173,2024-05-20,0.0001,-0.017069,907341
37,2024-02-05,84.9117,-0.005929,571548
50,2024-02-11,57.1835,0.020215,811012
105,06/04/2024,84.094,-0.008828,271386
150,2024-01-25,26.4167,0.006761,-38534
22,2024-01-11,87.101,0.002946,179522
130,2024-02-07,27.3634,-0.014143,273489
25,2024-04-11,1500.3048,0.041548,274208
16,2024-04-24,59.119,0.004318,694449
191,01/03/2024,100.6119,0.012536,734255
14,2024-02-07,25.4811,-0.014822,424194
184,2024-02-15,52.6058,0.007874,226198
14,2024-04-03,26.1716,0.011874,625842
146,2024-02-09,50.2641,-0.00514,3320
156,2024-05-05,63.6798,0.039621,-403373
177,2024-05-18,46.3935,0.002919,122468
26,2024-04-03,34.0252,-0.013607,69163
48,2024-04-20,66.2536,0.00013,430834
15,2024-01-19,45.8022,0.017521,672496
156,11/03/2024,60.3032,-0.015504,-445311
38,2024-02-09,53.4884,-0.42779,774533
159,2024-05-09,72.4209,-0.004491,894946
89,2024-03-04,0.0001,0.014211,415921
133,2024-04-14,97.6433,0.001257,668210
146,2024-01-14,50.1277,-0.007841,898433
159,2024-03-14,69.8162,-0.040295,886256
151,2024-01-26,71.7358,-0.006386,978429
45,2024-05-23,80.595,-0.022233,154262
25,2024-05-17,1470.902,0.021136,758831
19,2024-02-08,86.715,-0.044702,690739
46,2024-03-04,16.5219,-0.032652,771817
6,2024-01-11,92.1723,-0.010078,57745
39,2024-04-12,83.295,0.018886,608260
9,10/01/2024,64.9262,-0.033051,171918
128,30/01/2024,22.4838,-0.017653,-861032
161,2024-05-07,57.9629,0.032682,560658
140,2024-01-29,46.5406,0.001008,-183120
196,2024-03-10,87.2658,-0.031858,170393
188,2024-03-20,43.8164,2.1e-05,422483
80,2024-03-08,7104.1419,0.002043,137225
167,2024-04-02,50.978,0.037919,-708776
82,2024-03-03,62.0992,0.001503,151577
100,2024-05-24,90.2994,-0.028639,185817
197,2024-02-07,13.4253,0.008663,-626433
198,2024-03-10,0.0001,0.004539,291832
87,2024-02-16,84.3682,-0.01492,845062
122,2024-01-13,26.6453,0.059598,868831
74,2024-05-05,1765.0598,0.034215,363888
118,2024-04-07,24.4223,-0.038493,504864
183,2024-03-24,38.3601,0.00705,33133
59,2024-03-17,25.552,-0.079689,437089
106,2024-04-17,0.0001,0.001566,605634
198,2024-05-08,0.0001,0.029837,221638
19,2024-02-12,90.0962,-0.007453,798016
83,2024-01-16,57.8653,-0.02187,823476
135,2024-02-17,35.5208,0.002002,977267
64,2024-04-25,83.2667,-0.004908,729741
178,2024-03-12,11.9361,0.026135,76342
123,2024-04-28,34.4908,-0.01224,820333
74,2024-02-20,16.8048,-0.015344,666568
29,2024-03-21,24.0996,-0.02252,733983
178,02/04/2024,11.8196,0.016116,473777
82,15/02/2024,60.2824,-0.027797,409413
118,2024-04-05,25.4146,0.000574,290084
1,2024-04-24,32.992,0.038514,813697
87,2024-01-05,95.3371,0.113153,907288
115,2024-03-07,34.9591,0.016494,202099
176,2024-02-25,71.9526,0.014439,941726
150,2024-02-12,27.5853,0.051298,181412
55,2024-03-28,91.7927,0.016469,260349
141,2024-02-22,8537.3893,-0.005439,779151
85,2024-02-19,69.3578,-0.03852,323776
104,2024-04-07,61.5393,0.037209,317157
63,2024-01-01,52.9052,-0.017787,80148
28,2024-01-25,69.1036,-0.002212,118467
166,2024-04-11,51.0704,0.012138,441027
74,2024-02-29,16.849,-0.012752,507062
66,2024-04-30,82.4556,0.012557,413624
86,2024-03-22,64.5362,0.005619,762317
117,2024-02-14,86.2814,0.004682,126500
138,2024-01-13,63.0449,-0.021574,176509
55,2024-05-26,86.7517,-0.039353,594934
20,2024-01-20,54.4602,-0.000522,303480
152,2024-01-14,24.86,0.000685,-890280
67,17/02/2024,76.2116,-0.015221,28602
57,2024-04-22,29.8509,0.001796,822150
173,2024-01-18,49.5832,-0.008195,507165
48,2024-03-06,67.6386,0.021037,697487
81,2024-05-11,2399.3857,0.006332,556667
28,2024-05-28,68.1719,-0.015665,27374
184,2024-02-09,49.7334,-0.047159,498227
86,2024-02-22,63.9055,-0.00421,244130
137,2024-05-24,53.2934,-0.004746,219942
108,2024-04-06,81.456,0.00139,187241
166,2024-01-15,50.9097,0.008952,56550
2,2024-05-27,49.017,0.029116,321082
136,2024-04-23,21.8995,0.012308,229717
50,2024-02-05,56.1727,0.00218,684063
109,2024-01-13,11.9984,0.008565,264449
134,2024-01-04,23.6333,0.014258,662497
179,2024-02-17,51.624,0.008411,-365797
32,2024-03-01,21.9565,0.005316,585697
123,2024-02-25,35.0602,0.004067,745636
157,2024-03-04,29.5325,-0.013935,395048
169,2024-03-01,50.1742,0.0268,704165
198,2024-04-29,86.4433,-0.02379,142365
93,2024-02-05,17.3213,0.03621,935640
195,02/04/2024,59.6282,0.012254,81125
93,16/02/2024,16.0711,-0.038583,43921
110,2024-02-23,18.2234,0.001692,130990
173,2024-04-07,51.5432,0.031011,984250
32,2024-01-19,22.6343,0.036349,732782
118,2024-01-23,2560.4304,0.008043,616814
7,2024-02-25,26.9894,0.006908,131926
167,2024-02-06,50.0289,0.018594,808018
45,2024-01-15,83.0448,0.007488,366242
200,2024-01-01,0.0001,-0.015686,249570
200,2024-02-07,20.2505,-0.032343,263458
67,2024-01-10,76.4721,-0.011854,37780
153,2024-02-19,95.6509,0.002017,37677
198,2024-03-13,86.9422,-0.018157,737712
146,2024-03-24,49.0567,-0.029037,305455
99,2024-01-01,53.3913,-0.005855,992832
12,2024-03-12,68.7416,0.011203,369771
154,2024-05-18,16.4663,0.010136,954181
117,2024-04-25,8558.6628,-0.003408,74919
67,2024-05-24,77.2998,-0.00116,728754
125,2024-04-19,44.6139,-0.011252,712078
165,2024-02-01,57.3769,0.002179,346920
163,2024-02-26,16.9508,-0.022532,719034
82,2024-05-09,63.7936,0.02883,172033
172,2024-04-07,54.7811,-0.013933,447157
45,2024-03-27,79.944,-0.030131,405868
138,11/05/2024,64.276,-0.002468,91464
183,2024-01-14,37.3545,-0.019349,950583
154,10/03/2024,16.3703,0.004251,905937
47,2024-04-18,97.2872,0.008772,382251
195,24/03/2024,57.8203,-0.018438,347654
12,2024-03-20,68.8256,0.01244,637028
183,2024-03-05,37.2022,-0.023349,778785
163,2024-01-02,0.0001,-0.01025,477618
4,2024-01-11,0.0001,0.010869,890129
34,2024-04-18,52.8692,0.061393,721491
13,2024-01-29,26.2551,-0.018141,572678
86,2024-05-14,62.697,-0.023041,753790
97,2024-05-24,36.0271,0.006293,113657
98,2024-01-03,64.9274,-0.032872,437627
76,2024-01-02,35.473,0.007008,414899
6,2024-04-29,91.2845,-0.019613,94182
177,11/05/2024,0.0001,0.011638,763037
20,2024-02-25,5498.0636,0.00903,498622
118,2024-04-19,25.7055,0.012026,272216
193,2024-02-16,14.1803,-0.005308,143100
125,2024-01-05,4476.8625,-0.007823,170503
129,20/04/2024,8298.4428,0.023347,67654
176,2024-04-21,7226.8558,0.018894,209614
188,2024-01-13,43.9293,0.002598,913821
129,2024-03-22,84.2637,0.039123,240342
156,2024-02-11,62.6395,0.022637,272968
189,2024-02-02,54.5803,-0.010474,389428
69,21/05/2024,40.1007,-0.015803,839627
121,2024-02-24,5163.0524,0.029802,848384
132,2024-03-09,19.1008,-0.039822,2945
101,2024-03-08,71.3534,0.018845,745474
3,2024-01-14,45.5171,0.00537,620647
152,03/04/2024,25.4707,0.025271,134179
3,2024-01-09,46.4527,0.026037,755862
116,2024-03-17,23.197,0.002851,434843
164,2024-04-27,84.9006,-0.019435,592252
154,2024-03-15,16.8849,0.03582,-191070
1,2024-02-19,31.482,-0.009017,389956
111,2024-02-17,1740.7603,0.003191,423043
181,2024-04-10,48.9901,-0.020905,980576
190,2024-02-01,0.0001,0.028469,477165
196,2024-05-23,90.2189,0.000904,60729
106,2024-02-22,39.3654,-0.025718,681762
98,2024-01-16,67.1172,-0.000254,-213599
99,2024-04-06,54.3462,0.011925,308409
117,2024-02-10,84.2821,-0.018598,748330
56,2024-02-17,72.4312,0.018079,908595
174,09/05/2024,36.783,-0.009557,573405
155,2024-04-20,40.5321,-0.03575,413912
23,2024-02-23,57.4417,-0.01993,780537
42,2024-05-06,16.741,-0.012077,912083
77,2024-04-21,48.0223,0.028777,172272
123,2024-03-04,35.1117,0.005543,419807
131,2024-01-13,42.9115,0.006359,274575
191,2024-04-04,102.3062,0.029587,543939
155,22/04/2024,42.0959,0.001452,636594
193,2024-04-12,14.9757,0.05048,263022
135,2024-01-03,35.6191,0.004775,866342
38,2024-02-12,9367.9403,0.002168,764511
114,2024-02-14,85.9238,0.002811,382678
197,2024-01-22,13.0261,-0.021331,562288
20,2024-03-12,53.0202,-0.026949,-893636
71,2024-05-17,25.0454,0.011679,535113
145,2024-01-02,14.3318,0.041414,246390
183,2024-02-26,38.1308,0.001031,862999
